gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
400000,48620000000 ,4416243,175055
400000,49140000000 ,10254345,173422
400000,49140000000 ,10561182,176531
400000,51000000000 ,9638433,176303
400000,51000000000 ,3765108,177023
400000,46000000000 ,9916462,176315
400000,48300000000 ,1499652,176591
400000,47766669421 ,2163987,35951
400000,49000000000 ,4537061,176327
400000,46000000000 ,8339617,35785
400000,45000001459 ,14533894,176399
400000,49000000000 ,2977120,176447
400000,58800000000 ,3709964,35967
400000,44000000000 ,6886200,151316
400000,40000001459 ,9359295,176219
400000,47000000000 ,3713048,176411
400000,36750000000 ,5697501,176387
400000,36000000000 ,2702382,176579
400000,35200000000 ,6898478,175031
400000,42615000001 ,3286770,176567
400000,39000000000 ,3156040,176615
400000,44000000000 ,1452218,176411
400000,46000000000 ,4314931,176387
400000,49000000000 ,4310287,175031
400000,41000000000 ,1669735,176603
400000,46000000000 ,2065448,238615
400000,38000000000 ,2922745,176531
400000,41000000000 ,5684382,36109
400000,40000000000 ,2327225,176843
400000,49400000000 ,2793537,174911
400000,44000000000 ,13731317,176243
400000,99999999999 ,2453672,36279
400000,53200000000 ,13867943,36315
400000,40000000000 ,13321959,173578
400000,42900000000 ,4798932,176375
400000,38000000000 ,10763600,176399
400000,39000000000 ,10204820,176375
400000,39000000000 ,2367881,173794
400000,43000000000 ,1606397,176627
400000,46350000000 ,6727566,36183
400000,51000000000 ,639210,173374
400000,40000000000 ,8353228,171885
400000,48000000000 ,5505089,176783
400000,46000000000 ,1063850,176399
400000,54000000000 ,4527380,176627
400000,60000000000 ,8054306,175079
400000,52000000000 ,6999728,176519
400000,60500000000 ,8987947,176555
400000,64000000000 ,5164785,176627
400000,64000000000 ,4841857,176387
