gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
500000,88000000000,1158234,171717
500000,83362500000,7043233,176747
500000,88000000000,3019080,171753
500000,101749999713,355547,176691
500000,99000000000,842366,36135
500000,107900000000,2452550,176799
500000,104975000000,7396916,36771
500000,102960000000,12211654,173354
500000,102960000000,12425116,36591
500000,105000000000,5999074,36591
500000,113000000000,3932178,176799
500000,113000000000,10096416,177015
500000,105000000000,10831724,36579
500000,111000000000,7015600,176799
500000,109000000000,9286375,176391
500000,108000000000,8568668,35953
500000,102000000000,12885805,176847
500000,102000001561,12922144,36339
500000,94500000000,11066695,173530
500000,89000000000,9140059,36423
500000,90000000000,2926508,173542
500000,88000000000,11272173,176219
500000,80000000000,10753246,176447
500000,72000000000,14035359,35963
500000,73000000001,3891876,174875
500000,76000000000,9511882,173518
500000,76000000000,9141512,173398
500000,70125000000,10320623,36495
500000,72000000000,5779597,176879
500000,74000000000,4204835,175031
500000,121000000000,2688589,176367
500000,165000000000,1426941,175023
500000,206400000000,1012090,36121
500000,200448000000,866724,36159
500000,205500000000,1048261,36171
500000,183000000000,939438,36555
500000,216000000000,975969,36531
500000,50000000000,12304564,176867
500000,49725000000,3548302,176387
500000,51000000000,4421923,36567
500000,48300000000,4779188,176243
500000,47833333048,2128036,173566
500000,40425000000,9830691,32824
500000,41000000000,1791173,176615
500000,41000000000,9721562,176543
500000,39000000000,10760076,176567
500000,43000000000,2791359,176411
500000,42000000000,7725366,176639
500000,40000000000,6116785,176375
500000,43000000000,5656427,237534
500000,43000000000,9504343,176759
500000,42000001459,9327584,176435
500000,44000000000,7665282,36349
500000,49500002188,7254112,176399
500000,42000000000,10692649,44516
500000,41000000000,7972026,176843
500000,41000000000,2083774,238675
500000,38500000000,9662820,176903
500000,38000000000,5421282,36191
500000,40000000000,5382546,176915
500000,37000001459,12010097,35855
500000,36000000000,4341132,176387
500000,39000000000,9642275,152960
500000,39000000000,8137551,176879
500000,41000000000,9612542,175043
500000,39000000000,10120914,176543
500000,42518327847,5858073,176219
500000,44000000000,7434517,176879
500000,43000000000,1524508,176375
500000,44000000000,5160826,176903
500000,42000000000,13149668,176555
500000,42000000000,12973113,176195
500000,47000000000,11775641,176615
500000,48250000000,12793095,35745
500000,42000000000,11403818,176855
500000,47500000000,10324855,176783
500000,48000000000,12228254,168980
500000,50000000000,9911353,35939
500000,57000000000,7868308,231110
500000,53300000000,11501943,238699
500000,53300000000,11263244,36315
500000,50000000000,11226929,36135
500000,51000000000,13504665,177023
